1,33,35,
2,33,35,
3,33,35,
4,33,35,
5,33,35,
6,33,35,
7,33,35,
8,33,35,
9,46,2419,
10,46,252,
11,12,12,
12,12,12,
13,2918,2918,
15,2918,2918,
16,2918,2918,
17,2918,2918,
19,33,102,
20,2918,2918,
21,2918,2918,
22,2918,2918,
25,2918,2918,
26,1,1,
27,1,1,
28,1,1,
29,1,1,
30,12,18,
31,1,1,
32,1,1,
33,1,1,
34,1,1,
35,1,1,
36,1,1,
37,1,1,
38,1,1,
39,1,1,
40,1,1,
41,1,1,
42,1,1,
43,1,1,
44,1,1,
45,1,1,
46,1,1,
47,1,1,
48,1,1,
49,1,1,
50,1,1,
51,1,1,
52,1,1,
53,1,1,
54,1,1,
55,1,1,
56,1,1,
57,1,1,
58,1,1,
59,1,1,
60,1,1,
61,1,1,
62,1,1,
63,1,1,
64,33,35,
65,33,35,
66,33,35,
67,33,35,
68,33,35,
69,33,35,
70,33,43,
71,33,43,
72,33,43,
73,33,43,
74,33,43,
75,33,43,
76,33,35,
77,33,35,
78,1,1,
79,1,1,
82,1,1,
83,1,1,
84,1,1,
85,1,1,
86,1,1,
87,1,1,
88,1,1,
89,1,1,
90,1,1,
91,1,1,
92,1,1,
93,1,1,
94,1,1,
95,1,1,
96,1,1,
97,1,1,
98,1,1,
99,1,1,
100,1,1,
101,1,1,
102,1,1,
103,1,1,
104,1,1,
105,1,1,
106,1,1,
107,1,1,
108,1,1,
109,1,1,
110,1,1,
111,1,1,
112,1,1,
113,1,1,
114,1,1,
115,1,1,
117,46,2418,
119,1,1,
121,1,1,
122,1,1,
123,46,2418,
124,46,2418,
125,46,251,
126,1,1,
127,1,1,
128,1,809,
129,1,809,
131,1,1,
132,1,809,
133,1,809,
134,1,1,
135,1,809,
136,1,809,
137,1,809,
138,1,809,
139,1,809,
140,1,809,
141,1,809,
142,1,809,
143,1,1,
144,1,809,
145,1,1,
146,1,1,
147,1,1,
148,1,1,
149,1,1,
150,1,1,
151,1,1,
152,1,189,
153,1,1,
154,1,1,
155,1,1,
156,1,1,
157,1,1,
158,1,189,
159,1,131,
160,33,35,
161,33,35,
162,33,35,
163,33,35,
164,33,35,
165,33,35,
166,1,131,
167,1,1,
168,1,1,
169,1,189,
170,14,640,
171,1,189,
172,1,189,
173,1,189,
174,1,189,
175,1,189,
176,1,189,
177,1,189,
715,33,35,
179,1,131,
180,1,131,
181,1,131,
182,33,35,
183,1,131,
184,33,35,
185,33,301,
186,1,131,
187,1,131,
188,1,131,
189,1519,1519,
190,1519,1519,
191,1,131,
192,1,131,
193,1,131,
194,1,131,
195,1,189,
196,1,131,
197,1,131,
198,1,131,
199,1,131,
200,1,131,
201,1,131,
202,1,131,
203,1,131,
204,1,131,
205,1,131,
206,1,131,
207,1,131,
208,1,131,
209,1,131,
210,1,131,
211,1,131,
212,1,131,
213,1,131,
214,1,131,
215,1,1,
216,1,131,
217,1,131,
218,1,131,
219,1,131,
220,1,131,
221,1,131,
222,1,131,
223,1,131,
224,1,131,
225,1,131,
226,1,131,
227,1,136,
228,1,136,
229,1,1,
230,1,1,
231,1,1,
232,1,136,
233,1,136,
234,1,1,
235,1,1,
236,1,1,
237,1,1,
238,1,1,
239,1,1,
240,1,136,
241,1,1,
242,1,1,
243,1,1,
244,1,1,
245,1,800,
246,1,1,
247,12,12,
248,46,252,
249,46,250,
250,46,250,
251,46,250,
252,1,1,
253,1,1,
254,1,1,
255,1,1,
256,1637,1637,
257,1,1,
258,1,1,
259,1,1,
260,1,1,
261,1,1,
262,1,1,
263,1,1,
264,1,1,
265,1,1,
266,1,1,
267,1,1,
268,1,1,
269,1,1,
270,1,1,
271,1,1,
272,1,1,
273,33,105,
274,33,105,
275,33,105,
276,33,105,
277,33,105,
278,33,1740,
279,33,35,
280,33,3357,
281,33,3357,
10053,44,1000,
283,33,3357,
284,33,3357,
285,33,3357,
8840,38,38,
8266,38,924,
288,33,3357,
289,1,1,
290,1,1,
291,1,1,
292,1,1,
293,1,1,
294,1,1,
295,1,1,
296,1,1,
297,1,1,
298,1,1,
299,1,800,
300,1,800,
301,1,1,
302,1,1,
303,1,1,
304,1,1,
305,1,1,
306,1,1,
307,1,1,
309,33,3357,
310,33,3357,
311,33,3357,
312,33,3357,
313,33,3357,
314,33,3357,
315,33,117,
316,33,117,
318,1,1,
319,1,800,
321,1,800,
322,1,800,
323,1,800,
324,1,800,
325,1,800,
326,1,800,
327,1,800,
328,1,800,
329,1,800,
330,1,800,
331,1,800,
332,1,132,
333,1,132,
334,1,800,
335,1,132,
336,1,800,
337,1,132,
338,1,132,
339,1,132,
340,1,132,
341,1,132,
342,1,132,
343,1,132,
344,1,132,
345,1,132,
346,1,132,
347,1,132,
348,1,132,
349,1,132,
350,1,132,
351,1,132,
352,1,132,
353,1,132,
354,1,132,
355,1,132,
356,1,132,
357,1,132,
358,1,132,
359,33,117,
360,33,117,
361,33,117,
362,33,117,
363,33,117,
364,33,117,
365,33,117,
366,33,3357,
367,33,101,
368,33,117,
369,33,117,
370,33,35,
371,33,310,
372,33,310,
373,33,310,
374,33,33,
375,33,1741,
376,33,1741,
377,33,1741,
378,33,1741,
379,33,1741,
380,33,1741,
381,33,1741,
382,33,43,
383,33,35,
384,33,33,
385,33,3357,
386,33,3357,
387,33,35,
388,33,35,
389,33,35,
390,33,297,
391,33,3357,
392,33,33,
393,33,33,
394,33,33,
395,33,33,
396,1,132,
397,1,132,
398,1,132,
399,1,132,
400,1,132,
401,1,132,
402,1,132,
403,1,132,
404,1,132,
405,1,132,
406,1,132,
407,1,132,
408,1,132,
409,1,132,
410,1,132,
411,1,132,
412,1,132,
413,1,132,
414,1,132,
415,1,132,
416,1,132,
417,1,132,
418,1,132,
419,1,132,
420,1,132,
421,1,132,
422,1,132,
423,1,132,
424,1,132,
426,1,132,
427,1,132,
428,1,132,
429,1,132,
430,1,132,
431,1,132,
432,1,132,
433,1,132,
434,1,132,
435,1,132,
436,33,35,
437,33,104,
438,33,104,
439,33,104,
440,33,104,
441,33,37,
442,33,37,
443,33,43,
444,33,43,
445,33,43,
446,33,43,
447,33,43,
448,1,132,
449,14,362,
450,1,132,
451,1,132,
453,1,132,
454,1,132,
455,1,132,
456,1,132,
457,1,132,
458,1,132,
459,1,132,
460,1,132,
461,1,132,
462,1,132,
463,1,132,
464,1,132,
465,1,132,
466,1,132,
467,1,132,
468,1,132,
469,1,132,
470,1,132,
471,1,132,
472,1,132,
473,1,132,
474,1,132,
475,1,132,
476,1,132,
477,1,132,
478,1,132,
479,1,132,
480,1,132,
481,1,132,
482,1,132,
483,1,132,
484,1,132,
485,1,132,
486,1,132,
487,1,132,
488,1,132,
489,1,132,
490,1,132,
491,1,132,
492,1,132,
493,1,132,
494,1,132,
495,1,132,
496,1,132,
497,1,132,
498,1,132,
499,1,132,
500,1,132,
501,1,132,
503,1,132,
504,1,132,
505,1,132,
506,1,132,
507,1,132,
508,1,132,
509,1,132,
510,1,132,
511,1,132,
512,1,132,
513,1,132,
514,1,132,
515,14,367,
516,14,362,
517,718,718,
190429,1637,1637,
519,33,43,
520,33,35,
521,33,33,
522,33,33,
523,33,33,
524,33,105,
525,33,33,
526,33,33,
527,33,105,
528,33,105,
529,33,100,
530,33,100,
531,33,100,
532,33,100,
533,33,100,
534,33,99,
535,33,35,
536,33,35,
537,33,35,
538,33,33,
539,33,33,
540,33,33,
541,33,117,
542,33,35,
543,33,35,
544,33,35,
545,33,35,
546,33,35,
547,33,35,
548,33,35,
549,33,35,
550,33,35,
551,33,35,
552,33,35,
553,33,35,
554,33,1577,
555,33,19,
556,33,19,
557,33,101,
558,33,101,
559,33,101,
560,33,101,
561,33,101,
562,33,101,
565,33,35,
568,33,35,
569,33,35,
570,33,35,
571,33,35,
572,33,35,
573,33,35,
574,33,35,
575,33,35,
576,33,35,
577,33,35,
578,33,35,
579,33,35,
580,33,35,
581,33,43,
582,33,43,
583,33,43,
584,33,43,
585,33,43,
586,33,43,
587,33,43,
588,33,43,
589,33,35,
590,33,35,
695,33,35,
592,33,35,
686,33,35,
657,33,35,
595,1,132,
596,33,35,
597,33,35,
656,33,35,
654,33,35,
600,1,132,
601,1,132,
602,33,33,
603,33,117,
604,33,117,
605,33,117,
606,33,117,
607,33,117,
608,33,117,
609,33,117,
610,33,117,
611,33,117,
612,33,310,
613,33,33,
614,33,33,
615,33,1741,
616,33,33,
617,33,104,
618,33,37,
619,33,37,
620,33,37,
621,33,33,
622,33,43,
623,33,105,
624,33,105,
625,33,105,
626,33,105,
627,33,105,
628,33,105,
629,33,105,
630,33,117,
631,33,297,
632,33,297,
633,33,19,
634,33,19,
