1,17,392,
2,46,250,
3,17,392,
4,33,105,
190312,1637,1637,
7,33,1577,
8,33,1577,
9,33,1577,
10,14,14,
11,33,33,
12,33,33,
13,33,33,
14,14,363,
16,33,1741,
17,33,1741,
18,33,477,
19,1,1,
22,33,477,
23,33,102,
25,33,102,
26,1,1,
27,1,1,
29,33,122,
31,33,102,
33,33,99,
35,33,100,
37,33,101,
39,33,126,
41,33,1740,
43,33,311,
45,1,1,
47,1,1,
49,1,1,
51,1,1,
53,1,1,
54,1,1,
56,1,1,
58,1,1,
60,1,1,
61,33,129,
63,33,35,
64,33,104,
65,33,123,
66,46,253,
67,33,477,
68,33,105,
70,33,127,
72,33,33,
74,33,43,
75,33,103,
77,33,103,
78,14,368,
81,46,46,
82,46,46,
83,46,46,
86,33,103,
90,46,2420,
92,1,1,
94,1,1,
95,1,1,
96,267,294,
98,33,103,
100,46,2420,
102,46,2420,
104,46,46,
106,46,254,
108,46,46,
110,1,1,
112,1,1,
114,1,1,
116,1,1,
117,1,1,
118,1,1,
119,1,1,
120,1,1,
121,1,1,
122,1,1,
123,1,1,
124,1,1,
125,1,1,
126,33,1741,
9000089,721,721,
132,618,2256,
133,1377,3427,
134,1377,1377,
135,1377,1377,
136,1377,1377,
137,440,440,
138,1377,1377,
139,1377,1377,
140,1377,1377,
141,1377,1377,
142,1377,1377,
143,1377,2744,
5330074,3456,3456,
145,440,980,
9000090,721,721,
147,1377,1377,
148,440,988,
149,440,440,
152,1377,3426,
9000091,721,721,
9000092,721,721,
9000014,721,721,
157,1377,2744,
9000015,721,721,
9000016,721,721,
162,440,985,
163,440,982,
166,618,2252,
167,618,2252,
168,440,982,
169,490,538,
171,1377,2744,
176,490,1942,
178,490,490,
179,440,1938,
180,440,980,
182,440,982,
184,440,2300,
185,618,2252,
186,1377,2742,
187,440,1336,
189,440,1336,
192,440,980,
193,440,988,
195,1377,2744,
196,440,440,
198,440,1937,
199,440,1937,
200,1377,2742,
202,440,1336,
204,1377,3426,
206,490,1942,
208,440,982,
209,490,540,
210,618,2256,
211,440,440,
212,490,540,
213,490,1943,
214,440,983,
217,440,1937,
220,618,2252,
222,1377,3098,
223,1377,2742,
225,361,1763,
228,361,361,
229,440,982,
234,1377,2742,
235,1377,2742,
238,618,2256,
239,618,2256,
240,490,538,
241,440,1938,
243,1377,2742,
246,618,2256,
248,490,1942,
249,490,1942,
254,1377,2738,
257,1377,2742,
261,440,440,
265,440,982,
266,440,988,
272,440,985,
273,440,1336,
275,440,985,
277,440,988,
280,490,542,
282,490,1942,
284,440,1336,
286,490,490,
287,618,2256,
288,440,980,
290,440,440,
292,618,2252,
293,618,2250,
294,1377,2744,
299,490,542,
300,490,1943,
302,440,982,
304,440,985,
308,490,1943,
310,440,983,
312,440,982,
313,1377,1377,
315,490,538,
316,440,1937,
317,490,1942,
319,1377,2742,
321,440,988,
322,440,979,
323,440,2300,
326,1377,2742,
327,440,1336,
330,440,1336,
333,440,440,
335,1377,1377,
336,490,538,
338,490,540,
339,440,982,
340,618,2256,
341,1377,2742,
