--uniqueID,zoneID,areaID,
151407,3703,3703,
42095,3791,3791,
32929,2100,2100,
79,3525,3906,
30917,3520,3743,
43041,3519,3519,
584,3715,3715,
43040,3519,3519,
50940,3483,3483,
43039,3519,3519,
50935,3483,3483,
50927,3519,3519,
50926,3703,3703,
50913,3521,3521,
42992,3519,3519,
50912,3518,3518,
42991,3519,3519,
50911,3483,3483,
42990,3519,3519,
42989,3519,3519,
42988,3519,3519,
42987,3519,3519,
50900,3703,3703,
50899,3483,3483,
1268,3430,3911,
1269,3430,3911,
1270,3430,3430,
1271,3430,3430,
1272,3430,3430,
1273,3430,3430,
1274,3430,3430,
1275,3430,3430,
1276,3430,3430,
1277,3430,3472,
1278,3430,3472,
1279,3430,3430,
1280,3430,3430,
1281,3430,3476,
1282,3430,3473,
1283,3430,3475,
1284,3430,3475,
1285,3430,3471,
1286,3430,3471,
1287,3430,3430,
1288,3430,3460,
1289,3430,3430,
1290,3430,3430,
1291,3433,3515,
1292,3430,3474,
1293,3430,3471,
1294,3430,3430,
1295,3524,3524,
1296,3524,3524,
1297,3524,3524,
1298,3524,3524,
1299,3524,3916,
1300,3524,3524,
1301,3524,3571,
1302,3524,3524,
1303,3524,3566,
1304,3524,3639,
1305,3524,3524,
1306,3524,3524,
1307,3524,3524,
1308,3430,3430,
1309,3430,3430,
1310,3430,3911,
1311,3430,3430,
1312,3430,3430,
1313,3430,3430,
1314,3430,3472,
1315,3430,3480,
1316,3430,3430,
1317,3430,3430,
1318,3430,3430,
1319,3430,3475,
1320,3430,3471,
1321,3430,3430,
1322,3430,3430,
1323,3430,3430,
1324,3430,3460,
1325,3430,3430,
1326,3430,3471,
1327,3430,3430,
1328,3430,3482,
1329,3524,3524,
1330,3524,3524,
1331,3524,3524,
1332,3524,3915,
1333,3524,3916,
1334,3524,3524,
1335,3524,3524,
1336,3524,3570,
1337,3524,3524,
1338,3524,3566,
1339,3524,3639,
1340,3524,3566,
1341,3524,3639,
1342,3524,3524,
1343,3524,3524,
1344,3524,3524,
50895,3518,3518,
30776,3520,3759,
50882,3519,3519,
50864,3521,3521,
50862,3483,3483,
1872,3430,3430,
1873,3430,3472,
1874,3430,3480,
1875,3430,3476,
1876,3430,3475,
1877,3430,3558,
1878,3430,3430,
1879,3430,3430,
1880,3430,3474,
1881,3430,3471,
1882,3524,3524,
1883,3524,3524,
1884,3524,3524,
1885,3524,3916,
1886,3524,3571,
1887,3524,3566,
1888,3524,3639,
1889,3524,3566,
1890,3524,3566,
1891,3524,3570,
1892,3524,3570,
1893,3524,3916,
1894,3524,3570,
50848,3703,3703,
50844,3518,3518,
50843,3483,3483,
43000,3519,3519,
35848,2017,5917,
5324,3518,3631,
5147,3518,3616,
35849,2017,5916,
42999,3519,3519,
42998,3519,3519,
4852,3483,3551,
50840,3483,3483,
4623,3430,3665,
35847,2017,5916,
30771,3520,3965,
30756,3520,3759,
30686,3520,3759,
14540,3607,3607,
30682,3520,3965,
50817,3521,3521,
74987,3430,3466,
74986,3430,3430,
74985,3430,3430,
74984,3430,3430,
74983,3430,3430,
74982,3430,3430,
74981,3430,3430,
74980,3430,3474,
74979,3430,3430,
74978,3430,3471,
74977,3430,3471,
74976,3430,3430,
74975,3430,3430,
74974,3430,3462,
74973,3430,3430,
74972,3430,3482,
74971,3430,3430,
