45,0,2924.38,-798.429,161.611,0,0,0,8,0,0,0,0
71,0,-10645.9,1179.06,48.1781,0,0,0,27,0,0,0,0
78,0,-11207.3,1684.24,26.9075,0,0,0,0,14,9.9,9,6.256
84,0,16449.9,16393.2,69.4444,0,0,0,15,0,0,0,0
87,0,-9077.34,-552.925,60.3476,0,0,0,30,0,0,0,0
88,0,-9843.54,127.525,5.3698,0,0,0,10,0,0,0,0
97,0,-5660.33,755.299,389.605,0,0,0,15,0,0,0,0
98,0,-11634.8,-54.0697,13.4439,0,0,0,30,0,0,0,0
100,0,2019.349,1904.359,105.1444,0,0,0,7,0,0,0,0
101,0,-8761.85,848.557,87.8052,0,0,0,0,4.972,9.694,7.444,0.6632
107,0,-8667.56,623.563,85.4054,0,0,0,7,0,0,0,0
145,0,-227.998,1576.7,80.883,0,0,0,0,14,13.5,10,5.9
168,0,-5584.207,759.8322,384.2902,0,0,0,15,0,0,0,0
169,0,-5586.46,679.298,384.955,0,0,0,8,0,0,0,0
171,0,-5705.81,-3548.37,305.336,0,0,0,50,0,0,0,0
173,0,1068.7,1537.42,28.3784,0,0,0,0,94.4,50.61,15,0
175,0,-4086.36,-2610.95,46.0143,0,0,0,20,0,0,0,0
178,0,683.771,-912.144,174.5,0,0,0,5,0,0,0,0
196,0,-12153.62,894.0137,9.538913,0,0,0,80,0,0,0,0
197,0,-9796.18,157.773,25.3878,0,0,0,9,0,0,0,0
284,0,-8681.37,434.406,99.2579,0,0,0,7,0,0,0,0
286,0,-6055.5,-2955,220,0,0,0,0,14.14,24,22,0.04494
324,0,-5154.98,916.549,287.395,0,0,370,0,24,36,12,0.6876
342,0,-9029.174,-608.3289,56.4679,0,0,0,30,0,0,0,0
382,0,-8681.4,434.439,99.259,0,0,0,7,0,0,0,0
446,0,-10292.3,-3990.02,-68,0,0,0,0,3,6,8,1.307
482,0,-8932.78,-1986.4,139.905,0,0,0,12,0,0,0,0
523,0,-4914.93,827.915,271.146,0,0,370,0,18,20,16,6.191
562,0,-9465.58,16.8472,-65.921,0,0,0,30,0,0,0,0
610,0,2925.18,-820.545,161.634,0,0,0,8,0,0,0,0
612,0,2877.98,-839.267,163.049,0,0,0,6,0,0,0,0
614,0,2864.82,-823.42,160.332,0,0,0,0,4,10.22,15,0.4299
682,0,-9219.37,-2149.94,70.606,0,0,0,30,0,0,0,0
702,0,-9020.67,890.104,34,0,0,0,0,3,9,11,5.385
704,0,-9017.37,877.299,152,0,0,0,0,2,8,8,5.433
707,0,-10517,-1158.39,39.0542,0,0,0,30,0,0,0,0
708,0,945.234,-1448.1,62.9038,0,0,0,0,12.18,11.86,11.53,4.712
710,0,-5601.46,-530.747,395.483,0,0,0,35,0,0,0,0
712,0,-5390.18,-2953.93,322.03,0,0,0,36,0,0,0,0
719,0,2303.72,279.352,30,0,0,0,25,0,0,0,0
721,0,-58.2847,-979.064,53.4992,0,0,0,0,40.22,54.47,40.58,5.829
802,0,-3752.81,-851.558,10.1153,0,0,0,20,0,0,0,0
803,0,-3668.34,-823.839,9.89915,0,0,0,12,0,0,0,0
844,0,-10487.3,-3256.87,39.8964,0,0,0,30,0,0,0,0
862,0,-14457,496.45,39.1392,0,0,0,28,0,0,0,0
902,0,-6606.48,-3762.19,266.91,0,0,0,12,0,0,0,0
1042,0,357.22,-2106.09,121.839,0,0,0,60,0,0,0,0
1103,0,-12412.7,237.255,1.17941,0,0,0,1.8,0,0,0,0
1125,0,-8561.54,823.383,106.519,0,0,0,3,0,0,0,0
1205,0,-295.639,-3460.68,193.884,0,0,0,14,0,0,0,0
1446,0,-11185.1,-2834.63,116.474,0,0,0,2,0,0,0,0
1466,0,-7176.63,-937.667,170.206,0,0,0,13,0,0,0,0
1468,0,-7519.68,-1239.06,290,0,0,0,0,16,15,10,0.5445
1506,0,-7921.14,-2604.18,223.346,0,0,0,8,0,0,0,0
1606,0,-6730.68,-2481.08,280.472,0,0,0,14.5,0,0,0,0
1646,0,-907.865,-3534.24,83.7878,0,0,0,30,0,0,0,0
2146,0,16299.2,16277.3,73.9723,0,0,0,0,41.28,4.667,9.306,0
