--uniqueID,zoneID,areaID,
6732,44,997,
6731,44,997,
6730,44,997,
6729,44,997,
6728,44,997,
15287,267,272,
11,12,12,
12,12,12,
13,2918,2918,
15,2918,2918,
16,2918,2918,
17,2918,2918,
14,10,93,
20,2918,2918,
21,2918,2918,
22,2918,2918,
23,2918,2918,
24,2918,2918,
25,2918,2918,
26,1537,1537,
27,1537,1537,
28,1537,1537,
29,1537,1537,
30,12,18,
31,1537,1537,
32,1537,1537,
33,1537,1537,
34,1537,1537,
35,1537,1537,
36,1537,1537,
37,1537,1537,
39,1537,1537,
40,1537,1537,
41,1537,1537,
42,1537,1537,
43,1537,1537,
44,1537,1537,
45,1537,1537,
46,1537,1537,
47,1537,1537,
48,1537,1537,
49,1537,1537,
50,1537,1537,
51,1537,1537,
52,1537,1537,
53,1537,1537,
54,1537,1537,
55,1537,1537,
56,1537,1537,
57,1537,1537,
58,1537,1537,
59,1537,1537,
60,1537,1537,
61,1537,1537,
62,1537,1537,
63,1537,1537,
6727,44,997,
6726,44,997,
6725,44,44,
6724,44,2099,
6723,44,69,
6722,44,2099,
6721,44,69,
6720,44,69,
6719,44,69,
6718,44,69,
6717,44,69,
6716,44,44,
6715,44,44,
6714,44,44,
78,1537,1537,
79,1537,1537,
80,1537,1537,
81,1537,1537,
82,1537,1537,
83,1537,1537,
84,1537,1537,
85,1537,1537,
86,1537,1537,
87,1537,1537,
88,1537,1537,
89,1537,1537,
90,1537,1537,
91,1537,1537,
92,1537,1537,
93,1537,1537,
94,1537,1537,
95,1537,1537,
96,1537,1537,
97,1537,1537,
98,1537,1537,
99,1537,1537,
100,1537,1537,
101,1537,1537,
102,1537,1537,
103,1537,1537,
104,1537,1537,
105,1537,1537,
106,1537,1537,
107,1537,1537,
108,1537,1537,
109,1537,1537,
110,1537,1537,
111,1537,1537,
112,1537,1537,
113,1537,1537,
114,1537,1537,
115,1537,1537,
116,215,215,
15286,267,272,
119,1537,1537,
121,1537,1537,
122,1537,1537,
15285,267,272,
15284,267,272,
15283,267,272,
126,1537,1537,
127,1537,1537,
128,1537,1537,
129,1537,1537,
130,3519,3674,
131,1537,1537,
132,1,809,
133,1,809,
134,1537,1537,
135,1,809,
136,1,809,
137,1,809,
138,1,809,
139,1,809,
140,1,809,
141,1,809,
142,1,809,
143,1,1,
144,1,809,
145,1,1,
146,1,1,
147,1,1,
148,1,1,
149,1,1,
150,1,1,
151,1,1,
152,1,189,
154,1,1,
45221,440,2317,
156,1,1,
157,1,1,
158,1,189,
159,1,131,
6713,44,44,
6712,44,44,
6711,44,1001,
6710,44,44,
6709,44,71,
6708,44,1002,
166,1,131,
167,1,1,
84561,3521,3720,
169,1,189,
171,1,189,
172,1,189,
173,1,189,
174,1,189,
175,1,189,
176,1,189,
177,1,189,
179,1,131,
180,1,131,
181,1,131,
6707,44,44,
183,1,131,
6706,44,69,
186,1,131,
187,1,131,
188,1,2102,
189,1519,1519,
190,1519,1519,
191,1,2102,
192,1,2102,
193,1,2102,
194,1,2102,
195,1,189,
196,1,2102,
197,1,131,
198,1,131,
199,1,2102,
200,1,131,
201,1,131,
202,1,131,
203,1,131,
204,1,131,
205,1,131,
206,1,131,
207,1,131,
208,1,131,
209,1,131,
210,1,131,
